package_name,download_count
gensim,1212635
pyaml,1211997
chroma-hnswlib,1209173
w3lib,1205903
hatch-vcs,1205856
robotframework,1199915
smbprotocol,1198800
multitasking,1197789
numexpr,1196021
mypy-protobuf,1195312
azure-mgmt-datalake-store,1191062
fixedint,1185170
apache-airflow-providers-common-compat,1185035
types-pyOpenSSL,1184633
optuna,1183442
qtconsole,1179912
convertdate,1175557
types-six,1175171
flower,1174208
hexbytes,1173478
django-storages,1172807
configobj,1171217
aiomqtt,1167666
pyfiglet,1167054
bitstruct,1166009
mypy-boto3-secretsmanager,1158655
cloudformation-cli-python-lib,1158362
scs,1157421
hydra-core,1155437
easyconfig,1151318
qdrant-client,1149732
dbt-snowflake,1149401
azure-monitor-opentelemetry-exporter,1149293
py-partiql-parser,1149156
sqlmodel,1147851
azure-functions,1147508
json-delta,1146187
python3-saml,1144456
psygnal,1139386
jaxlib,1138861
tensorflow-metadata,1136571
types-Markdown,1129654
py-spy,1129182
gpxpy,1128758
awkward-cpp,1127479
kfp-pipeline-spec,1125670
fastcore,1125201
Keras-Preprocessing,1124139
cvxpy,1122762
catboost,1122202
awkward,1119922
django-oauth-toolkit,1119499
korean-lunar-calendar,1118189
jwcrypto,1116462
pathable,1115853
beartype,1114708
clickhouse-connect,1114085
nibabel,1112572
azure-mgmt-containerservice,1111091
fake-useragent,1110715
python-decouple,1110617
testfixtures,1107959
microsoft-kiota-abstractions,1106505
colorful,1102476
diff-cover,1102104
click-log,1101658
cog,1100683
moreorless,1100294
sentinels,1099943
qdldl,1099615
mypy-boto3-cloudformation,1099314
pipdeptree,1097860
geojson,1096754
inquirer,1096375
flaky,1094129
aiohttp-sse-client,1093871
azure-data-tables,1091056
questionary,1090306
ndg-httpsclient,1089514
lxml-html-clean,1088516
unittest-xml-reporting,1086957
pynvim,1086405
pycocotools,1085070
fasttext-wheel,1079964
nbclassic,1079376
llama-index-core,1079319
enum-compat,1076389
kazoo,1074346
types-tabulate,1069301
tensorboard-plugin-wit,1069294
unidiff,1067657
python3-openid,1066755
tweepy,1066586
colored,1066454
cx-Oracle,1066319
txaio,1065823
bumpversion,1065757
uamqp,1065618
soundfile,1065238
eth-rlp,1063905
proglog,1063617
prometheus-flask-exporter,1063290
setuptools-scm-git-archive,1062848
autobahn,1062567
spark-nlp,1062199
injector,1061884
EAScheduler,1055774
pdfplumber,1055287
pdf2image,1052868
flake8-isort,1052584
mypy-boto3-ec2,1051453
litellm,1050948
StrEnum,1050134
pefile,1048164
mkdocs-get-deps,1042556
translationstring,1040900
coreapi,1038642
serial,1035631
trailrunner,1034925
python-rapidjson,1032804
llama-index,1031630
simpleeval,1031006
fpdf,1030955
venusian,1029619
azure-mgmt-redis,1029461
web3,1028792
python-string-utils,1023481
respx,1022569
pgvector,1016153
pooch,1014493
pep8-naming,1013555
dbt-postgres,1012817
whitenoise,1011813
ortools,1009100
azure-mgmt-monitor,1008071
types-cachetools,1007921
opentelemetry-instrumentation-logging,1007312
pyphen,1006536
PyPika,1005474
coreschema,1003391
ffmpy,1002262
numpydoc,1000281
python-box,998536
quart,997341
netCDF4,995483
dictdiffer,994337
motor,993468
PyMeeus,991549
slotted,991124
pinecone-client,990363
pytest-aiohttp,990363
functions-framework,990146
language-tags,989957
dunamai,989586
spglib,988306
flake8-bugbear,986492
cftime,986250
amazon.ion,986187
cbor2,984696
reactivex,984430
appnope,984381
jsii,983414
azure-mgmt-sql,982339
mockito,977254
django-redis,976922
types-docutils,976746
sphinx-copybutton,976370
falcon,975536
asciitree,975428
kaleido,974161
memray,973342
colour,972616
unstructured-client,972519
pyserial-asyncio,971861
click-shell,969667
ladybug-core,968429
ladybug-geometry,967357
scapy,965523
honeybee-core,965368
pytest-ordering,964653
rlp,963308
azure-mgmt-msi,961560
honeybee-schema,959164
ladybug-geometry-polyskel,958792
expiringdict,957265
pydantic-openapi-helper,956653
honeybee-standards,956577
mypy-boto3-sts,955297
urwid,953965
pyppeteer,952836
azure-mgmt-web,952109
plotnine,948646
azure-synapse-artifacts,948590
neatest,947009
sagemaker-core,946987
chkpkg,946718
path,943475
sanic,942454
apache-airflow-providers-microsoft-mssql,940394
biotite,938638
cassandra-driver,937513
user-agents,936825
mando,935401
opentelemetry-distro,934102
cmdstanpy,933833
radon,932064
paginate,931226
memory-profiler,929394
azure-mgmt-servicebus,928023
azure-mgmt-rdbms,927213
cssutils,924647
azure-mgmt-nspkg,924631
uuid,924049
python-arango,923869
palettable,922897
django-stubs,922439
msgraph-core,921477
netifaces,921131
biotraj,920951
rasterio,920641
tmtools,919311
SudachiDict-core,918582
microsoft-kiota-authentication-azure,918433
singer-sdk,918381
kfp-server-api,918347
django-debug-toolbar,914637
sacrebleu,909793
types-Deprecated,907567
edx-opaque-keys,906065
pymsteams,904962
asana,904063
pyhumps,902968
azure-mgmt-datalake-nspkg,901865
maturin,900444
web-fragments,899002
influxdb,898793
types-croniter,896388
types-cffi,896197
repoze.lru,895813
decopatch,895134
lmfit,895022
dbt-bigquery,894637
azure-mgmt-managementgroups,891202
azure-mgmt-dns,891186
jsonschema-path,888128
publication,888118
pytest-httpx,887631
sql-metadata,887287
dash-core-components,887247
pytest-split,886202
dash-html-components,884798
dash-table,883629
Flask-Bcrypt,883333
django-stubs-ext,882171
prophet,879970
newrelic,879076
sanic-routing,878543
evaluate,877227
launchdarkly-server-sdk,875943
yq,875819
pyusb,874902
ephem,873884
mbstrdecoder,873391
azure-cosmosdb-table,871532
python-crontab,871313
Appium-Python-Client,870909
azure-mgmt-eventhub,870318
hupper,866702
aioredis,864410
clarabel,864173
pyquery,864141
polib,864087
sqlalchemy2-stubs,863954
torchdata,863250
typepy,862365
locust,860710
pypng,860241
uritools,860026
azure-cosmosdb-nspkg,859162
azure-mgmt-batch,859095
pytest-subtests,855163
python-consul,853464
mizani,852788
lightning,851136
cheroot,850902
flask-restx,850443
azure-mgmt-loganalytics,849076
sgmllib3k,848081
lizard,847915
xmlsec,847200
hatch-fancy-pypi-readme,846113
django-environ,846037
llama-index-indices-managed-llama-cloud,845511
eth-keyfile,842533
azure-mgmt-advisor,840539
knack,840531
pony,840312
azure-mgmt-cdn,840085
hmmlearn,839640
allure-python-commons,839196
affine,838807
num2words,838209
pystache,838095
stdlibs,836282
pyhamcrest,835433
usort,833678
opentelemetry-exporter-prometheus,832532
click-default-group,832459
hatch,832232
azure-mgmt-search,831744
in-n-out,831259
portpicker,831097
tritonclient,830215
thefuzz,829006
pynvml,828339
types-PyMySQL,828147
azure-mgmt-cognitiveservices,826955
pydicom,826421
html2text,826082
ufmt,825340
nested-lookup,825338
hyperopt,824846
azure-mgmt-trafficmanager,824586
vcrpy,824579
azure-mgmt-iothub,824406
youtube-transcript-api,824095
PyVISA,823317
semgrep,823108
azure-mgmt-recoveryservicesbackup,822435
azure-mgmt-marketplaceordering,822203
azure-mgmt-recoveryservices,821907
pypandoc,821650
parce,821265
simpy,820581
mkdocstrings-python,819805
azure-mgmt-eventgrid,818832
azure-appconfiguration,818631
aws-cdk.integ-tests-alpha,818242
sphinx-autoapi,817905
azure-mgmt-devtestlabs,816874
pytest-check,816656
pytest-messenger,816611
pyhocon,815711
microsoft-kiota-serialization-json,815171
pycurl,813801
sphinx-design,813719
librosa,813287
dm-tree,812200
azureml-core,811566
pyramid,811105
intervaltree,809279
dependency-injector,809212
pyogrio,808847
pyxlsb,808289
unearth,808275
opencensus-ext-logging,807947
django-timezone-field,807401
pyzipper,806727
nptyping,805539
geomet,805180
djangorestframework-simplejwt,803844
plaster-pastedeploy,803495
plaster,803211
pinotdb,803077
papermill,802986
azure-mgmt-applicationinsights,800943
python-snappy,800645
aws-cdk.asset-awscli-v1,799083
poetry-dynamic-versioning,796607
aws-lambda-builders,795964
olefile,792102
python-pptx,789011
jdcal,787768
html5tagger,787641
tracerite,786978
azure-mgmt-servicefabric,785875
azure-monitor-query,785462
promise,783071
pytesseract,782498
pytest-order,781635
easydict,781070
dgl,780129
robotframework-pythonlibcore,779445
azure-mgmt-billing,779102
azure-mgmt-signalr,778534
azure-mgmt-media,777277
pytube,777204
azure-mgmt-policyinsights,776986
pyclothoids,776819
rpyc,776365
av,776034
azure-mgmt-iothubprovisioningservices,775828
azure-mgmt-batchai,774884
ifaddr,774236
find-libpython,773988
google-cloud-datastore,772865
tree-sitter,772048
jwt,770977
testcontainers,770305
pastel,770299
supervisor,768402
azure-mgmt-datamigration,768006
types-aiofiles,767309
editdistance,767028
azure-mgmt-maps,766934
azure-mgmt-iotcentral,766606
drf-spectacular,764029
honeybee-energy,763928
behave,763457
sseclient-py,762872
weasyprint,762446
markdownify,760418
dropbox,759812
discord,758876
pysnmp,756831
ladybug-display,756093
azure-storage-file,755417
line-profiler,754983
base58,754106
channels,753829
pytest-repeat,753349
zipfile38,753278
xmldiff,752276
ladybug-rhino,752024
yamale,749706
pynamodb,749606
Rtree,749506
lit,748843
timezonefinder,747854
environs,747815
PH-units,747407
datasketch,746077
apache-airflow-providers-sftp,745614
stk,745098
atomlite,744484
espaloma-charge,743991
SpinDry,743985
MCHammer,743894
accessible-pygments,743807
rmsd,743112
stko,742871
clickhouse-driver,742609
ultralytics-thop,742071
pandas-datareader,741283
rfc3987,738208
avro-gen3,736805
simple-ddl-parser,735804
packageurl-python,732058
freetype-py,731468
returns,729292
sqlfluff,728646
salib,727719
python-igraph,725939
azure-eventgrid,725306
PyOpenGL,724740
scandir,723931
Flask-SocketIO,723545
python-pam,723417
svgwrite,722915
boxsdk,719621
openshift,718535
wget,717036
lru-dict,716590
PyHive,716575
bitsandbytes,716336
napari-plugin-engine,713935
google-cloud-pubsublite,711405
scikit-build-core,709863
django-cleanup,709784
imageio-ffmpeg,708464
allure-pytest,708148
opentelemetry-instrumentation-grpc,707801
HeapDict,707298
pycairo,707231
hijri-converter,706858
yacs,706530
boolean.py,706443
pytest-mypy,705632
airbyte-api,705277
apache-airflow-providers-postgres,704778
furo,703137
license-expression,702000
genson,701295
django-celery-beat,700902
psycopg-pool,699609
databricks-api,696263
pprintpp,695409
update-checker,693817
types-ujson,692524
concurrent-log-handler,691704
pyHanko,691442
uhashring,690553
pyinstrument,689810
dictances,689540
aiokafka,689038
stanio,688662
pathlib-mate,687872
alibabacloud-adb20211201,686863
langchain-google-community,686830
vertica-python,684240
peft,684162
urllib3-secure-extra,683717
google-analytics-data,683353
haversine,682462
flake8-docstrings,682363
socksio,680843
google-generativeai,678734
chromadb,678728
chevron,677949
pmdarima,677585
pypdfium2,676814
azure-synapse-spark,676424
pyzstd,676229
dynamodb-json,675076
s3path,673069
diffusers,672989
elementary-data,671979
lifelines,671966
numdifftools,671439
cyclonedx-python-lib,671130
speechbrain,670333
openvino,670101
jsonpath-python,668807
unstructured,668028
tld,667873
HyperPyYAML,667870
pykwalify,666371
rq,665581
tablib,664755
daphne,663940
yt-dlp,663672
aws-psycopg2,663622
pymatgen,663276
mkdocstrings,661761
oss2,661759
table-meta,660142
click-spinner,658587
py-models-parser,656449
funcy,655739
diagrams,655002
stone,654483
opencv-contrib-python,652648
pygit2,652333
PyDispatcher,652042
google-apitools,650349
treelib,649447
yaspin,648878
teradatasqlalchemy,648742
nvidia-ml-py,648029
findspark,647116
pex,646706
ase,644305
ansible-compat,642980
cuda-python,642469
google-ai-generativelanguage,642000
Arpeggio,641983
hpgeom,641775
pyexasol,641772
ckzg,641268
sphinx-basic-ng,641112
custom-inherit,639487
pypiwin32,638928
SudachiPy,638460
datefinder,638055
dockerfile-parse,637530
opentelemetry-instrumentation-redis,636738
prometheus-fastapi-instrumentator,636368
grimp,635837
llama-index-llms-openai,635639
mido,635580
thrift-sasl,635489
multipledispatch,635016
monty,634746
anytree,632733
asgi-lifespan,630990
djangorestframework-stubs,630429
neo4j,630310
rollbar,627545
pytest-flask,626928
aws-cdk-lib,626841
linecache2,626716
JSON-log-formatter,625925
sphinxcontrib-bibtex,625740
awscrt,625448
traceback2,624242
PyMuPDFb,623570
cleanco,622117
pyiceberg,620690
curlify,620329
syrupy,619133
xdoctest,618708
dataengineeringutils3,618289
mojap-metadata,617784
DBUtils,616536
blobfile,616267
awesomeversion,615210
microsoft-kiota-serialization-text,614473
Flask-OpenID,614113
pytest-custom-exit-code,613132
flametree,611566
azure-core-tracing-opentelemetry,611464
opentracing,610547
pdpyras,610044
py7zr,609430
openvino-telemetry,608826
towncrier,607154
python-codon-tables,607133
dnachisel,607033
soxr,605506
drf-yasg,605003
vulture,604809
dpkt,604756
pytest-freezegun,604719
audioread,602849
hsluv,602638
prawcore,602362
json-stream-rs-tokenizer,601054
pybtex-docutils,600353
tcolorpy,600188
aws-cdk.asset-kubectl-v20,598768
emcee,598669
pytest-base-url,598279
notion-client,597567
truststore,597535
requirements-parser,597375
std-uritemplate,597213
pkgconfig,596958
PyDriller,596584
ec2-metadata,596331
pyppmd,596250
typish,595491
requests-futures,595247
azure-monitor-opentelemetry,595112
aiogram,594775
biothings-client,593814
sqlite-utils,593644
mygene,593633
pytest-cases,593108
typeid-python,592770
praw,592275
isoweek,592237
pyluach,591898
salesforce-bulk,590874
expandvars,590764
pybcj,590014
mkdocs-autorefs,589414
markdown2,589390
zopfli,588873
optimum,588524
pyaes,588475
nbsphinx,588472
subprocess-tee,587532
json-stream,587510
bio,587108
gprofiler-official,586418
pcpp,585437
joserfc,584961
stdlib-list,584609
symengine,584586
jsonpath-rw,584472
dj-database-url,583580
Bottleneck,582719
O365,582213
openlineage-sql,580672
sqlglotrs,580595
pyunormalize,579021
llama-index-readers-llama-parse,578615
flit,577555
sacremoses,577016
pygeohash,575243
azure-cli-core,575071
atpublic,574623
multivolumefile,574503
python-bidi,574295
strip-hints,574071
tempora,573182
sqlite-fts4,571715
pikepdf,571338
vispy,571300
jiwer,570590
unittest2,570101
polling,568925
py-serializable,568066
timeout-decorator,567519
codespell,567371
ffmpeg-python,567062
hishel,566284
rustworkx,566045
tensorflow-datasets,563638
opentelemetry-resource-detector-azure,563428
aws-secretsmanager-caching,563306
trimesh,563006
polling2,562430
testpath,562182
comtypes,561377
slack-bolt,561062
opentelemetry-instrumentation-sqlalchemy,559727
pdm,559435
azure-mgmt-reservations,559135
tensorflow-hub,558600
umap-learn,558139
pyudev,556672
azure-mgmt-datalake-analytics,556586
python-xlib,555433
pyreadline3,555302
jaconv,552760
types-jsonschema,551398
pretend,551193
diff-match-patch,551047
opentelemetry-instrumentation-httpx,550350
azure,550019
coolname,549226
modin,548955
bson,548402
azure-mgmt-subscription,547568
pysmi,547212
multi-key-dict,546307
cloud-sql-python-connector,546245
moviepy,544692
singledispatch,544469
llama-index-readers-file,544379
shiboken6,544143
scrypt,542507
gs-quant,541868
pytest-json-report,541849
zdaemon,541393
jq,541121
dominate,541053
datamodel-code-generator,540999
findpython,540480
httpretty,540078
PySide6,539097
jetblack-iso8601,538896
pydyf,537800
PySide6-Essentials,537506
music21,536951
pygsheets,536941
llama-index-agent-openai,536190
dbt-redshift,536109
opsgenie-sdk,534791
MemePy,534307
tldrwl,534188
tf-keras,534112
PySide6-Addons,533102
databases,532134
pynndescent,531366
dep-logic,531138
virtualenv-clone,530699
cinemagoer,530679
misaka,530482
codeowners,530063
mypy-boto3-iam,528046
aws-encryption-sdk,527749
tzfpy,526596
azure-ai-ml,526435
python-ldap,525971
livereload,525970
GeoAlchemy2,525348
pyclipper,525191
types-cryptography,524752
pbs-installer,524687
pulumi,524217
aiolimiter,523858
IMDbPY,522823
rstr,522586
pylint-plugin-utils,522248
pytd,521974
attrdict,521912
click-default-group-wheel,521643
path-dict,521586
PyLD,521424
hjson,520722
python-crfsuite,520176
jproperties,519831
langgraph,519818
pyramid-jinja2,519568
azure-mgmt-consumption,518907
Flask-Testing,517191
temporalio,517083
aiofile,516764
noise,516680
onnxruntime-gpu,516548
uproot,516110
pyglet,515918
sounddevice,515760
striprtf,515727
inflate64,515554
databricks-connect,515421
aliyun-python-sdk-kms,515116
docker-compose,515038
requests-unixsocket,514866
dirtyjson,514791
shtab,514720
torchsde,514712
aws-cdk.asset-node-proxy-agent-v6,514521
pyxray,514457
types-certifi,514079
opentelemetry-instrumentation-aiohttp-client,513952
intelhex,513252
pywinauto,512838
superqt,512379
xformers,512326
node-semver,512250
pydantic-compat,512219
azure-loganalytics,511902
dictlib,511065
wikitextparser,511006
google-cloud-recommendations-ai,510526
mypy-boto3-athena,510397
gprof2dot,510174
sphinx-autobuild,509604
mongoengine,509283
pymemcache,509236
plac,508506
htmldate,507119
ufal.udpipe,506566
mangum,506516
pytest-instafail,506211
pure-sasl,505845
munch,505652
ImageHash,505391
sly,503739
funcparserlib,503641
trampoline,503232
gdown,502501
chispa,501826
sqlparams,501449
graphframes,501392
intervals,501246
napari,500208
magicgui,500034
app-model,499391
healpy,498823
hologram,498743
lxml-stubs,498707
azure-mgmt-relay,498676
cachey,498027
iopath,497979
napari-console,497845
fsc.hdf5-io,497763
pyconify,497743
npe2,497717
bands-inspect,497717
tbmodels,497709
SharePlum,497343
napari-svg,497200
mysql-connector,497093
channels-redis,496980
fugue,496877
types-Pillow,496640
parsel,496212
riot,495735
icalendar,495403
opentelemetry-propagator-aws-xray,495070
signalfx,494931
azure-search-documents,494871
fpdf2,494402
etils,493683
backports.functools-lru-cache,493502
WTForms-Components,493048
tinydb,492316
strawberry-graphql,491482
cfile,491399
flake8-comprehensions,491088
wasmtime,490556
WTForms-Alchemy,490438
troposphere,490162
branca,489391
llama-index-cli,488772
pyfunctional,488267
folium,488197
dnslib,488165
boto3-type-annotations,487928
wordcloud,487659
commentjson,486212
pytest-playwright,485477
langchain-experimental,484422
ansible-lint,484219
cairocffi,483552
devtools,483273
boa-str,483144
azure-mgmt-notificationhubs,482956
