target_pkg,confuser_pkgs
PGPy,p5py;pbpy;pgpq;pcpy;prpy;kgpy;pgpu;pgpm;pgpx;pspy;papy;pdgpy;pepy;popy;bgpy;tgpy;pfpy;dgpy;agpy;pgpd;pg;pgpl;mgpy;pigpy;pgpp;phpy;pmpy;xgpy;pupy;pdpy;pgpt;pkgpy;sgpy;cgpy;pgpython;ppy;pxpy;gppy;pvpy;pngpy;p2py;ugpy;ptpy;pgpc;egpy;ngpy;pwpy;ggpy
pandera,pantera;pandora
dash,dashflux;govdash;kidash;py2dash;langdash;dashstan;pash;dashdash;dash-cm;bamdash;dasheng;dashu;dashplus;cash;dashml;dashit;hidash;dashio;dbsh;gash;mash;dashlang;slapdash;datadash;dasy;dashport;dashjson;dmsh;nash;dashes;dashseo;anndash;dashlog;optidash;mydash;adash;ml-dash;dashi;dish;dysh;dash.py;dsh;dashy;dash-cam;dash-svg;dash-bio;simdash;das;dashxy;dashbar;psdash;dashbot;lowdash;dashdot;sundash;aash;dash-io;dhash;lodash;gdash;dash-mui;rhdash;dash-ace;dash-spa;er-dash;tdash;xash;dashvis;tash;nrdash;saltdash;libdash;dast;lash;hardash;dashtext;emdash;apexdash;dashed;qdash;dash-pdf;dtsh;rash;dasha;yash;sysdash;dashing;ddash;optdash;zen-dash;dashgrid;dashapp;pipedash;massdash;dashpro;dashmat;ea-dash;dashen;dash-cli;newsdash;intdash;dssh;dosh;kash;onedash;devdash;dash-ui;dasi;dash-hy;dashops;dasher
deepmerge,pydeepmerge
glom,clom;geom;glo;gloc;gloom;glop;glsm;plom;glosm;glow;gdom;glvm;glim;glm;glum;glog;grom;golm;gom;gloe;gtom;flom;glot;gldm
pydata-sphinx-theme,sphinx-theme
yandexcloud,yandexcloud-tmp
django-extensions,extensions
opentelemetry-instrumentation-psycopg2,opentelemetry-instrumentation-psygopg2
igraph,ugraph;pgraph;agraph;bigraph;jgraph;hgraph;egraph;ngraph;bgraph;ograph;sgraph;lgraph;ingraph;mgraph;dgraph;idgraph;kgraph;imgraph
qrcode,sdqrcode;qrcode-term;qrcode-img;cqrcode;xy-qrcode;arcode;srcode;qs-qrcode;qrcode-utils;fastqrcode;genqrcode;rqrcode;qrcodeapi;types-qrcode;ybc-qrcode;qacode;pixqrcode;qrcodegen;qcode;dash-qrcode;wifi-qrcode;rcode;asciiqrcode;logo-qrcode;xqrcode;qrcodetools;qrcodeutil;qrcodes;qrcode-plus;brcode;qrcode-song;rmqrcode;qucode
patchelf,patchelfy;pypatchelf;patchelf-wrapper
osqp,oscp;osop;osdp;sqp;tf-osqp
mmcif,mmcifix
python-jenkins,jenkins
daff,caff;paff;dbff;daffy;dalf;aff;daffi;baff;dff;maff;naff;dafy;yaff;daf;diff;faff;dsff;laff;dyff;daft
namex,namez;camex;namer;numex;name1;natex;namen;named
sqlalchemy-redshift,redshift
xlwt,lwt;xbwt
cloudevents,cloudevents-python;pycloudevents;kncloudevents;cloudyvents;cloud-events;django-cloudevents
llama-parse,llama;llama-parser
plumbum,plumbus;plumbium
myst-parser,myst
nox,nyx;xox;nom;nrx;no3;nfx;fox;lox;noc;nx;nor;no2;dox;noo;inox;now;nvx;nod;onx;neox;nax;nob;knox;nos;nex;no1;nbx;njx;nux;vox;mox;nnx;hox;iox;nok;ox;nop;cox;aox;nbox;rox;box;not;jox
gensim,gensvm;gensum;ginsim
pyaml,pyadl;iyaml;ipyaml;xyaml;paml;pyqml;eyaml;pyaxml;myaml;pymal;pyams;pyail;byaml;pycml;hyaml;pypaml;pyam;syaml;uyaml;pygml;pyall;pyhml;pyavl;pyfml;nyaml;pyama;pyoml;pyamp;pyrml;pynml;py4ml;pyamo;ryaml;pya2l;pyamlboot;pyamr;pytml;kyaml;pyaxl
w3lib,wilib;wulib;welib;wblib;p3lib
hatch-vcs,vcs
robotframework,robotframework-eyes;robotframework-sherlock;robotframework-debugger;robotframework-otp;robotframework-prometheus;robotframework-notifications;robotframework-testrail;robotframework-clean;robotframework-pipe;robotframework-interpreter;robotframework-jalali;robotframework-serial;robotframework-init;robotframework-requirements;robotframework-cache;robotframework-excel;robotframework-obfuscator;timeout-robotframework;robotframework-webhooks;robotframework-python3;robotframework-jsd;robotframework-radius;robotframework-ride;robotframework-oxygen;robotframework-elasticsearch;robotframework-ai;robotframework-calculator;robotframework-amqp;robotframework-workbench;robotframework-async;robotframework-archive;robotframework-localization;sphinxcontrib-robotframework;robotframeworklexer;robotframework-playwright;robotframework-logs;molecule-robotframework;robotframework-executor;robotframework-jira;robotframeworkinteractive;robotframework-timer;robotframework-jenkins;robotframework-lint;robotframework-rabbitmq;robotframework-tools;robotframework-nl;robotframework-webpack;pytest-robotframework;robotframework-dashboard;robotframework-lsp;robotframework-debug;robotframework-construct;robotframework-xray;eyes-robotframework;robotframework-hub;robotframework-angularjs;robotframework-gpio;robotframework-crypto;robotframework-react;robotframework-browserstack;robotframework-docker;robotframework-docgen;robotframework-stopwatch;robotframework-aws
multitasking,python-multitasking
numexpr,numexpr3
optuna,optunacy;optunapi;optunahub;optuna-learn
qtconsole,pyqtconsole;qrconsole
flower,slower;flower-new;irisflower;flowery;flozer;flowerfield;flowter;cornflower;cashflower;crowdflower;flowee;flowerpower;plower;cell-flower;flowser;musicflower;flowers;keras-flower;bflower;flover;floger;flowerpot;bk-flower;flower-crane
configobj,asdconfigobj;configobj-dev
aiomqtt,aio-mqtt
pyfiglet,pyfillet;myfiglet
bitstruct,cbitstruct;binstruct
scs,sls;dcs;xcs;scos;ccs;zcs;scc;scw;svs;sts;sct;sci;fcs;scx;sps;sms;scrs;scsd;sch;ss;ecs;spcs;srs;sco;tcs;sc3s;scf;slcs;qcs;scbs;scb;scr;ncs;ocs;svcs;sjs;sws;secs;sfs;s2s;sis;ssc;sca;sgs;scss;scd;sss;sc2;sxs;scv;s5s;scsm;hcs;scg;sus;acs;sds;sns;sas;rcs;stcs;socs;ucs;bcs;mcs;css;vcs;s4s;sc3;sos
hydra-core,hybra-core
easyconfig,eazyconfig;easy-config
qdrant-client,client
py-partiql-parser,pyparser
sqlmodel,basesqlmodel;async-sqlmodel;nosqlmodel;sqlmodel-repo;sqlmodel-zod;rewire-sqlmodel;sqlmodel-filters;sqlmodelx;sqlmodel-plus;sqlmodel-slim;sqlmodelservice
azure-functions,functions
json-delta,ujson-delta
python3-saml,saml;python-saml
jaxlib,jaxlie;jaylib;saxlib;jaxlob;jalib;paxlib
tensorflow-metadata,metadata
py-spy,spy;py-spm;pyispy;pyspy;py-spi;py-spy-kw
gpxpy,gplpy;gpmpy;gptpy;gmxpy;gppy;gixpy;gpx;gpopy;gdxpy;pxpy;gpxpr
awkward-cpp,cpp
fastcore,fastcode;fastscore;fastcoref;fastcord
Keras-Preprocessing,kera-preprocessing;preprocessing
cvxpy,cxpy;cvpy;vxpy;cvx;cv-py;ctxpy
catboost,catboost-test
awkward,awkward1
django-oauth-toolkit,django-oauth
jwcrypto,types-jwcrypto;jccrypto;j-crypto
pathable,bits-pathable
beartype,pytest-beartype
clickhouse-connect,clickhouse;clickhouse-connect-demo;airflow-clickhouse-connect;connect
nibabel,xibabel
fake-useragent,useragent;fake-usragent;fake-user-agent;fake-usreagent;fake
python-decouple,decouple
colorful,colorful-print;pycolorful;colourful;printcolorful;colorful-logger;django-colorful;colorful-debug;ipycolorful;colorfultable;colorfulpanda;colorfullog;colorfulprinter;dash-colorful;colorfulconsole;colorful-text;colorful-logging
diff-cover,diffcover;x-diff-cover;diff;cover
cog,mog;crog;cogvi;dog;coa;cox;fog;cag;og;cogfy;cosg;wog;crg;col;ccg;cot;cogent;cogen;coges;co3;co;bog;cogrid;cogpyt;pog;cbg;psycog;con;cogsol;precog;cognet;coc;cow;coy;cogbin;cogdb;cgg;coge;coi;jog;ecog;nmcog;cxg;tog;cob;coo;cogit;coglib;co2;ctg;hog;cog2;cogsly;cogo;clg;cogie;cqg;cogdl;cdg;cor;cogee;cogsys;cpg;n8cog;oog;stcog;aog;clog;yog;coggle;cop;ceg;qog;cod;cogn
sentinels,xsentinels;sentinel2;sentinel;sentinews;sentinela
geojson,geojson-stats;pandas-geojson;pipegeojson;geojson-read;geojsonformat;gojson;nlgeojson;geojsonfix;geojson-length;geojson-utils;geojsonformer;geojson-faker;geojson-repair;geojson-client;geojson-fixer;geojsontools;geojsonvt;geojsonio;geojsonhash;django-geojson;geojsonplot;geojsonpy;picogeojson;pygeojson;getjson;csv2geojson
inquirer,tinquirer;inquirer3;paperinquirer;inquire;inquirerlib;inquirer2;python-inquirer
flaky,flaks;fleaky;floky;flakey;flay
aiohttp-sse-client,aiohttpclient;aiohttp-sse;aiohttp-sse-client2
questionary,questionare
lxml-html-clean,html-clean
unittest-xml-reporting,unittest-xml
pynvim,pynvi;pynvvm;pynim;pynvm
pycocotools,pycocotools-win;wf-pycocotools;pycocotools-windows;pycocotools-fix;super-pycocotools;pycocotools-stubs;pycocotools-og;types-pycocotools;fe-pycocotools;mmpycocotools;rpycocotools;pycocotoolse
kazoo,gazoo;azoo;kadoo
unidiff,inidiff;types-unidiff
tweepy,mtweepy;qtweepy;dweepy;tweetpy;tweepi;tweety;treepy;weepy;teepy;tweeply
colored,colore;colorednoise;colores;colorez;coloredprint;coloredstring;multicolored;colored-logs;coloredconsole;pr-colored;colord;coloredmatrix;coloredlog;colored-python;coloredterm;colorem;coloreg;strcolored;colorex;coloredtxt;coloured
cx-Oracle,cx
txaio,taio;traio;txaioetcd
bumpversion,bumpversion2;bump3version;advbumpversion;bumpversionsimple;bump4version
uamqp,ramqp;tamqp;zamqp
eth-rlp,eth
proglog,prolog;problog
autobahn,autoban
spark-nlp,sparknlp;spark;nlp
injector,async-injector;kinjector;peinjector;docker-injector;knot-injector;app-injector;injector-api;lazy-injector;simple-injector;binjector;quart-injector;ptinjector;rc-injector;email-injector;smart-injector;wired-injector;hana-injector;diainjector;pinjector;google-injector;pyinjector;paraminjector;config-injector;dinjector;requestinjector;django-injector
EAScheduler,yascheduler
pdfplumber,pdfplumber-i
pdf2image,pdf2image-cli;pdf2images
flake8-isort,flake9-isort
litellm,liteglm;jsonlitellm;cnlitellm;litellm-types
pefile,pefilenew;pefile2;efile;nefile;types-pefile;pefile-fork;pefilev2;pofile
mkdocs-get-deps,get-deps
translationstring,types-translationstring
coreapi,coreali;cordapi;scoreapi
serial,aioserial;aerial;lava-serial;serialzy;serial-id;serial-info;happyserial;robotserial;trio-serial;serialbox;easyserial;anyserial;grabserial;serialobj;serialkiller;serial-tool;serialise;aserial;seria;serialhub;serial-mock;serialman;crow-serial;kdserial;servo-serial;deserial;basicserial;asyncserial;dummyserial;pop-serial;dp-serial;serialenum;miniserial;zerial;uliserial;fast-serial;seral;serial-bus;serialpacker;serval;serialtools;tango-serial;serialclass;xerial;dserial;pipeserial;serial-j;serial-utils;cerial;microserial;fserial;flask-serial;ctserial;serialstruct;serialtime;serial-tcp;ns-serial;serialrobot;ble-serial;serialix;live-serial;serial-cog;serial-json;serial-jobs;njserial
python-rapidjson,rapidjson
llama-index,llama;index
fpdf,mpdf;ypdf;pdf;kpdf;fpds;spdf;fspdf;fsdf;rpdf;fpf;fdf;cpdf;fepdf;gfpdf;npdf;fpd;jpdf;ipdf;gpdf;wfpdf
web3,web3auth;weba;azweb3;web3-web;web3-jd;webp;web3-pp;web3cli;web3lib;webs;web313;web3-qq;web3-app;webm;webx;webp3;web3-ali;web3dex;web3mt;web3tool;web4;easyweb3;xyz-web3;web3-p;web3-abi;web3db;aioweb3;webq;web3mq;web3cat;web3http;web3mc;web3r;web3data;web3s;eth-web3;web3x;web3-cut;web3a;pyweb3;webz;web3-api;web3-map;web3dd;web3-eth;webf;webb
python-string-utils,pythonutils
respx,resp;restx;resp3;respy;repx;respo
pgvector,pgvector-perf;pyvector;ppvector
pooch,ooch;podch;pouch;poocr
pep8-naming,naming
dbt-postgres,dbt-postgres-python
whitenoise,whitenoise-spa;whitenoise-player;retinawhitenoise
ortools,ootools;krtools;srtools;rrtools;oftools;hrtools;ogrtools;fortools;prtools;rotools;rtools;urtools;crtools;oktools;ostools;ocrtools;trtools;brtools;drtools;otools;qrtools;lrtools
azure-mgmt-monitor,azuremgmtmonitor;azuremonitor
pyphen,pywhen;hyphen;pypgen;pypen;pypher;pyphe;pyphene
PyPika,pypika-gis;pypika-stubs;pypka;pypia;pypipa;pyprika;pypika-orm;pytika
ffmpy,ffmpy3;fompy;fcmpy;dfmpy;fimpy;fempy;fsmpy
python-box,python-sox;box
quart,quart-trio;quart-wtf;quartical;quast;wquart;quart-imp;quarc;quarto;quant;quart-csrf;nuart;quart-db;uart;quart-rpc;quare;quartutils;quarg;quart-auth;quartz;quark;quartcord;quara;quat;quarter;quartet
netCDF4,netcdf
dictdiffer,py-dictdiffer
motor,motorcalc;motorodm;motorpy;rotor;motorlib;motop;qmotor;moor;stepmotor;motor-orm;mongomotor;motorway;motornet;botor;pymotor;motr;motormongo;mytor;motorise;motor-apt;motorhead;motoo;motorparts;motor-nn;htmotor
slotted,slotter;swotted
pinecone-client,client
functions-framework,framework;functions
language-tags,tags;language
spglib,spuglib;gpglib;pglib;sglib;siglib;spylib;spplib;sgplib;pyspglib;sp-lib
cftime,ftime;cytime;cftime-rs;crtime;ctime
cbor2,cbors;cbork2
reactivex,reactives;reactive
jsii,jsim;jsui;nsii;sii
mockito,pytest-mockito;mockito-test;mokito;mockit
falcon,falcon-heavy;calcon;falconx;falcontyping;blackfalcon;falcon-sync;falcon-oas;falcon-stats;falconer;falcon-api;falcon-ms;coin-falcon;iron-falcon;falcon-auth;falcontool;falconz;open-falcon;tal-falcon;falconcv;dox-falcon;falcon-cors;falconify;falconpb;pvfalcon;falcon-docs;falcon-sugar;falcon-json;jalcon;falconeye;falcon-core;falcon-auth0;falcon-vue;falcone;falcon-raml;pt-falcon;flacon;falcon-wing;falcon-deps;openfalcon;csfalcon;halcon;falconstudy;falco;pyfalcon;falcon-ml;falcon-rpc;falconpunch;falconlib;falcon-ask;firefalcon;falconflow
asciitree,pythonasciitree
kaleido,kaleidoscope
memray,mmray;memary
colour,colourize;colourscript;colourmap;colour-model;colour-print;colourlab;colourin;colouralpha;colourful;culour;colout;colourpy;colourswatch;mycolour;colourtime;pycolour;tricolour;colourless;color;colours;colourout;calour;colourise;colourgan;py-colour;throwcolour;colour-sort;colourz;colourspace;coloury;colour-text;colourlib;djcolour;coloured;tcolour;holour;escolour
unstructured-client,client
click-shell,clik-shell;shell
ladybug-core,ladybug
ladybug-geometry,ladybug
scapy,snapy;sc4py;hcapy;tcapy;scupy;srapy;sczpy;swapy;scpy;sc3py;ecapy;sca;smapy;ssapy;scmpy;seapy;stapy;siapy;scape;fcapy;mcapy;scapyp;scampy;acapy;scap;sacpy;scahpy;scopy;scapr;dcapy;soapy;scary;escapy;sapy;lcapy;sqapy;pcapy;scappy;sciapy;capy
honeybee-core,honeybee
pytest-ordering,ordering
rlp,lp;ilp;jlp;tlp;rwp;ulp;rlj;ryp;urlp;rlb;rls;klp;rep;rop;rvp;dlp;rl;rld;rlpy;olp;rli;rlg;rdp;rll;rl8;rlpp;rbp;hlp;nlp;rnlp;clp;rpl;rp;rip;mlp;rlgp;rap;rlpe;rlr;slp;rsp;rpp;blp;llp
honeybee-schema,honeybee
expiringdict,expiringdictx;expiringpdict
pydantic-openapi-helper,pydantic-openapi
honeybee-standards,standards;honeybee
urwid,urwide;uswid
pyppeteer,pyppeteer-ng
plotnine,plotnine-prism
azure-synapse-artifacts,azure-synapse
neatest,natest;runeatest;netest;newtest;nettest;teatest;neotest
chkpkg,hkpkg
path,mpath;autopath;fullpath;ipath;pathed;rootpath;pash;pathobs;fxpath;winpath;fpath;opath;aiopath;syspath;empath;pathscan;taskpath;relpath;pathlad;pathlt;openpath;minipath;pathwin;pathconf;pathinfo;keypath;pathurl;wpath;pathcf;linkpath;pathxf;tinypath;kspath;patm;gcspath;ndpath;jpath;chempath;pathlab;pathtmpl;sitepath;pathsim;deeppath;mcpath;pathpy3;ezpath;pauth;iterpath;pathpy;pathenv;abspath;wildpath;wath;pathmap;pathstr;compath;mypath;omnipath;fspath;dotpath;starpath;pathvar;datapath;odpath;pyth;strpath;pathnav;spath;pathrs;pathmr;treepath;edpath;foxpath;pathdict;tempath;pypath;docpath;fastpath;pathml;cpath;realpath;pathier;pth;pathmind;fixpath;xath;patt;justpath;csvpath;path3;zxpath;pathing;rs-path;mlpath;ptah;packpath;pathtype;libpath;pmath;regpath;pathod;pats;cellpath;ciopath;pathify;fhirpath;xypath;pathdiff;pather;modpath;kpath;pith;pathlit;rpath;pathling;unixpath;kxpath;envpath;pathpy2;sunpath;temppath;pathins;pathlike;gpath;pathman;paths;uipath;pathfind;epath;pathtree;xjpath;bath;lib-path;pathlist;morepath;rath;patu;peth;upath;dictpath;pathimp;rel-path;pathme;pathmod;pathway;tidypath;parth;astpath;filepath;pathx;oath;anypath
sanic,sanic-rest;rsanic;sanic-json;sanic-win;sanic-fcm;sanicdb;sanic-conf;sanickit;savic;sanic-csrf;sanic-gzip;sanic-pika;sanicmin;sanic-amqp;sanicargs;os-sanic;sanic-boom;msanic;nsanic;sanic-pw;sanic-sse;sanic-fire;sanic-api;panic;sanic-book;sanic-sass;sanic-mail;sanix;sanic-crud;sanic-skin;sadic;insanic;easy-sanic
biotite,biolite;biokite
cassandra-driver,driver
user-agents,user-agent2;agents
mando,mango;xando;gando;mandy;mandl;mandoline;manda;makdo;mondo;mandb;pando;kando;lando;rando;commando;comando;cando;mandr;mand;mandos;kommando;mandown;mano;manydo
radon,radonmc;piradon;radox;radonpy;raion;ladon;rayon;radon-cli;randon;radoneye;radontea;gradon;pyradon
paginate,paginate-any;paginateit;paginate-pandas;unpaginate;paginate-wrapper;python-paginate;django-paginate;paginate-json
memory-profiler,profiler
cssutils,csutils;csvutils;cdsutils;cmsutils;ssutils;ossutils;cvsutils;csfutils;csputils
uuid,tuuid;fuuid;tuid;b64uuid;lastuuid;nukeuuid;u3id;uqid;cpp-uuid;ruuid;uuidt;fuid;uuid64;nuid;webuuid;uuid-lib;kuid;libuuid;alluuid;io-uuid;zuid;uhid;uuid0;cyuuid;euuid;uxid;uuid-v9;muid;fastuuid;puid;ouuid;guid;euid;yuid;ruid;mcuuid;suid;uuid05;upid;uuid-v7;uuid25;uuid1
python-arango,arango
django-stubs,stubs;django-stub
netifaces,netifaces2
rasterio,rasteric;rasterioxyz;rastreio
tmtools,imtools;hmtools;bmtools;umtools;tbtools;emtools;stmtools;thtools;tctools;ttools;tytools;tstools;qmtools;dmtools;t3tools;smtools;vmtools;trtools;t-tools;kmtools;mttools;zmtools;mmtools;gmtools;tmxtools;tdtools;3mtools
singer-sdk,singer;ginger-sdk;finger-sdk
kfp-server-api,server-api
django-debug-toolbar,django-debug;debug-toolbar
asana,asuna;asana-cli;asan;asana-hub;alana;tap-asana;ksana;hasana;asananas;pyasana;i-asana;basana;sana;asaa;aana
web-fragments,fragments
influxdb,influxdb-async;aioinfluxdb;dbc-influxdb;influxdb-bundle;django-influxdb;influxdb-logging;pytest-influxdb;py-influxdb;influxdb-aio;influxdbpusher;kafka-influxdb;influxdb-wrapper;pyinfluxdb;influxdblite
repoze.lru,lru
lmfit,lmkit;lmft;rmfit;lkfit
pytest-httpx,pytest-http
sql-metadata,sql;metadata
pytest-split,split
dash-table,dashtable;table
prophet,propheto;propnet
newrelic,pulumi-newrelic;newrelic-lambda;newrelic-grep;newrelic-cli;newrelic-deploy;newrelic-ops;newrelic-api
sanic-routing,routing
evaluate,evaluate-service;xlsx-evaluate;evalmate;gitlab-evaluate;evaluatedz;penguinevaluate;evaluateqa;falcon-evaluate
yq,yw;ym;yi;yl;yo;yd;yqt;kq;wq;nq;yx;ye;yy;zq;y0;aq;8q;ys;ya;pq;sq;hq;y4;yql;iq;yr;uq;oq;xq;yf;yh;pyq;yaq;yv;yb;qq;yu;cq;bq;q;qy;gq;yk;dq;yp;xyq;eq;3q;yg;yz;yc
pyusb,pyusblamp;pyusl;pyus;pylsb;pyusblcd;pyuwb;pyusbio;pyusbpd;pyssb;pysub;pyusbiss;pyupb;pyvsb;pydsb;pyusbdux;pyusb-tree;pyusbg2;pyrsb;pysb;copyusb
ephem,elphem;phem
azure-mgmt-eventhub,azureeventhub
hupper,dupper;hypper;happer;cupper;upper;bupper;pupper;tupper;hopper
aioredis,pyaioredis;aioredisorm;aioredis-cluster;aioredis-rpc;aioredis3;aioredis-lock;mockaioredis;aioredis-models;evo-aioredis
pyquery,psquery;pyquery-cli;pquery;ipyquery;pyquerystring;pyquerylist;pyquery-xpath
polib,golib;tolib;repolib;olib;prolib;iolib;pglib;pflib;bolib;bpolib;pklib;rspolib;eolib;phlib;polip;pslib;pulib;dolib;oolib;pylib;pmlib;pclib;xolib;ptlib;polis;p3lib;plib;molib
sqlalchemy2-stubs,stubs
typepy,typpy;typety
locust,locast;locus;locusts
pypng,pypig;pypnp;py2png;pypsg;pypcg;pyspng;pypkg;pypn;pypug;pypgn;pyprg;pypnf;pypong;pyp;py2ng;pynng;pytng;pyping;pydng
uritools,utitools;uritool;urltools;urtools;unitools;umitools;ruitools;uvitools;uitools
mizani,midani
lightning,django-lightning;lightning-app;lightning-data;lightningtoolkit;torchlightning;keras-lightning;ghlightning;lightning-fabric;lightningrobot;lightningtrace;lightning-toolbox;lightning-ir;lightning-server;lightningmf;lightning-boost;lightning-factory;lightning-sdk;lightningaddon;lightning-jupyter;lightning-template;macro-lightning;lightning-rest;fleet-lightning;lightning-flash;lightningtrain;lightning-devtools;lightning-grid;lightning-nc;xmlightning;lightning-crm;lightning001;lightning-fast;lightning-pose;lightning-python;pylightning;lightningflow;lightning-cv;virt-lightning;lightning-watcher;lightning-utils;lightning-time;mini-lightning;redis-lightning;fuzzy-lightning;lightning-tutorial;lightningchart;ray-lightning;lightning-thunder;redislightning;lightningflower;lightningcss;lightning-rod;lightning-lite
flask-restx,restx;flask-resto;flask-rest4
lizard,wizard;vizard
xmlsec,xmlsec-aop
django-environ,django-environs
eth-keyfile,eth
azure-mgmt-advisor,azuremgmtadvisor
knack,snack;anack;knackhq;knackpy;knock
pony,pongy;pons;pyny;pong;pono;ponytor;ponyo;compony;tony;peony;powny;pony2;ponty;ponytail;pony-up;poni;pont;cony;pypony;pony-wtf;piny;pwny;pon;rony;popy;poxy;pofy;posy
hmmlearn,hmslearn;mmlearn
allure-python-commons,python-commons
num2words,numwords;num2word
pystache,pystache-py3;pymstache;pystache-cli;pystacho;pystaches;aspen-pystache;pystiche;pyramid-pystache;bottle-pystache
pyhamcrest,pyhamcrest-qt;django-pyhamcrest;pyhamcrest-toolbox
usort,ushort;rsort;tsort;psort;msort;musort;fsort;accusort;csort;vsort;dsort;ssort;asort
hatch,hatchet;hatch-rs;ssb-hatch;hatchbuck;hatcher;hatchlib;hatch-util;watch;hatchery;katch;natch;hatch-me;xatch;hatch-cli;hatch-rust;hatch-ci;hatch-odoo;hatch-js;hatched;hatch-una;hatching;hatch-demo;hmatch;hatch-cpp;hatch-wasm;egghatch;hatch-aws;hitch;haitch;datch;crosshatch;hatch-zig;hatch-omni;hatch-flex;latch;catch;qatch;match;hatchhello;hatch-uv
portpicker,types-portpicker
thefuzz,whatthefuzz
pynvml,pynml;pynvme;pynvm;pynuml;pyncml
types-PyMySQL,types-pymssql
pydicom,pydicomutils;pydicomext;pydicom-tools;pydicom-ext;pynicom;pfdicom;pydicomimg;pydicos;pydicomsorter;pydicom-data;pyicom;pydicom-seg;types-pydicom
html2text,rhtml2text;html2texttg;htmltext;html2txt;html2text2;html2text-rs;html2textile;ehtml2text
ufmt,afmt;xfmt;dfmt;fmt;ufbt;uft;ufit;pfmt;ifmt
nested-lookup,lookup
hyperopt,prompt-hyperopt;hyperoptim;hyperop
vcrpy,crpy;ocrpy;bcrpy;vrpy;vcfpy;tcrpy;vrcpy;mcrpy;vcpy;vorpy
PyVISA,pyvida;pyisa;pyjisa;pyvise;pyvisage;pyvasa;yc-pyvisa;pyvisca;pyvisq;pyvisacharts;pylisa
semgrep,semgrep-agent;semgrep-search;symgrep;semgerp;semgrep-test;segmrep;simgrep;samgrep;smegrep
pypandoc,py-pandoc;pydandoc
parce,parcels;pare;parcell;parcp;parcs;rarce;parceqt;parcel;sparce;parc;parle
simpy,sidpy;simupy;cimpy;sinpy;mimpy;dimpy;simapy;slmpy;snmpy;simepy;kimpy;scimpy;skimpy;slimpy;sumpy;simdy;snimpy;sispy;simpm;ssmpy;scmpy;limpy;srimpy;simpa;qsimpy;sippy;sigpy;siapy;vimpy;srmpy;simply;sampy;sempy;bimpy;himpy;simp;simpyx;zimpy;timpy;simpn;simpl;fimpy;sipy;simp2;pimpy;shimpy;psimpy;simpyl;sompy;wimpy;simspy;sdmpy;impy;stmpy;qimpy;svmpy;stimpy;sqmpy
aws-cdk.integ-tests-alpha,aws-cdk-integ-tests-alpha;aws-cdk.integ-tests
sphinx-autoapi,sphinx-autoapi2;autoapi
pytest-messenger,messenger
pyhocon,pyrocon;dd-pyhocon;pyhocon-fix
pycurl,pycure;pyhurl;pyctrl;http-pycurl;pycurlb;pycurl2;pycurd;cycurl;pyqurl;pycur;pyurl;pycarl;pymcurl;pycurly;crown-pycurl;py2curl;py3curl
sphinx-design,sphinx-design2;design
librosa,libros
dm-tree,dm
pyramid,pyramid-log;pyramidal;pyramid-sms;hermes-pyramid;tal-pyramid;pyramid-es;pyramid-pages;pyramidion;pyramid-grpc;pyraid;pyramid-layout;pyramid-raven;pyramid-crud;pyramid-crow;pyramid-cas;pyramid-who;pyramid-robot;pyramid-mailer;pyramid-zipkin;pyramid-maze;pyramid-views;vic-pyramid;pyramid-auth;pyramid-rest;pyramid-rasa;pyramid-cli;pyramid-ldap;pyramid-orb;pyramid-signup;pyramid-text;pyramid-handy;pyramid-scheme;pyramid-heroku;pyramid-okta;pyramid-di;pyramid-token;pyramid-cron;pyramid-beaker;pyramid-layer;pyramid-celery;pyramid-boto3;pyramid-oauth2;pyramid-tasks;pyramid2;pyramid-classy;pytest-pyramid;pyramid-csp;aiopyramid;pyramid-walrus;pyramid-geoip;pyramid-sanity;pyramid-modern;pyramidueditor;pyramid-scss;pyramid-iap;pyramid-soy;pyramid-straw;pyramid-skins;pyramid-js;pyramid-utils;pyramid-royal;pyramid-input;pyramid-soap;pyramid-db;pyramid-mongo;pyramid-rpc;pyramid-saml;pyramid-avro;pyramid-admin;pyrapid;pyramid-scales;pyramid-openid;pyramid-kvs;pyramid-xmlrpc;pyramids;pyramid-jwt;ndpyramid;pyramid-redis;pyramid-health;pyramid-excel;pyramid-retry
intervaltree,intervaltree-bio;filtered-intervaltree;interval-tree
dependency-injector,dependency-injector2;dependency;dependencyinjector
pyxlsb,pyxlsb2;pylsb;pyxlib
django-timezone-field,django-timezone-field-ng;django-timezone
pyzipper,pyziper;evo-pyzipper
nptyping,nptyping2
geomet,geome;geometron;geometer;geonet;geomat;geometria;geoget;geometric
djangorestframework-simplejwt,simplejwt
plaster,plasted;ptaster;paaster;plater;paster;planter;blaster;poaster;plastes;platter
papermill,papermill-report;sos-papermill;papermill-service;papermill-sftp;papermill-origami
python-snappy,snappy;py-snappy
aws-cdk.asset-awscli-v1,aws-cdk-asset-awscli-v1;aws-cdk.asset-awscli-v2
poetry-dynamic-versioning,dynamic-versioning
aws-lambda-builders,aws-lambda
olefile,onefile;types-olefile
python-pptx,python-pptx-ng
jdcal,ddcal;jcal;pymjdcal
azure-monitor-query,azure-monitor
promise,promcse;ipromise;promised;promise-keeper;promisepay;promiseapi;premise;pypromise;hzpromise
pytesseract,pytesseract-cli;aiopytesseract;pytesseract-api;py-tesseract
pytest-order,order
easydict,easy-dict;easydicts;easydist
