confuser_pkg,target_pkg,signals
remocker,mocker, Mutated package with prefix/suffix generated: remocker
doc-mocker,mocker, Mutated package with prefix/suffix generated: doc-mocker
pocker,mocker,Character Replaced: p
rocker,mocker,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: r
tocker,mocker,Character Replaced: t
mockser,mocker,Character Added: s;Double hit character: s
socker,mocker,Character Replaced: s
jocker,mocker,Bit Flips: Byte 0, Bit 2;Character Replaced: j;Close Letters on QWERTY Keyboard: m => j
dmocker,mocker,Character Added: d, Mutated package with prefix/suffix generated: dmocker
webmocker,mocker, Mutated package with prefix/suffix generated: webmocker
mocket,mocker,Character Replaced: t;Close Letters on QWERTY Keyboard: r => t
sq-pysnowflake,pysnowflake, Mutated package with prefix/suffix generated: sq-pysnowflake
pycsnowflake,pysnowflake,Character Added: c;Double hit character: c
fabrice,fabric2,Character Replaced: e;Close Letters on QWERTY Keyboard: 2 => e
fabrics,fabric2,Character Replaced: s
lessc,lesscpy,Suffix Removed: py
lesspy,lesscpy,Character Removed: 4 ('c')
python-redis,python-redis-cache,Separated Section Removed: 2 ('t')
redis-cache,python-redis-cache,Separated Section Removed: 0 ('p')
data-diff,datadiff,Character Added: -
s4cmd,s5cmd,Character Replaced: 4;Close Letters on QWERTY Keyboard: 5 => 4
skcmd,s5cmd,Character Replaced: k
s5cmdpy,s5cmd,Suffix Added: py
shcmd,s5cmd,Character Replaced: h
pyarts,pyats,Character Added: r;Double hit character: r
pysats,pyats,Character Added: s;Containing Character Added: s;Double hit character: s
pyaos,pyats,Character Replaced: o
pydts,pyats,Character Replaced: d
pylts,pyats,Character Replaced: l
pyuts,pyats,Character Replaced: u;Swap Vowel: a => u
pyhts,pyats,Character Replaced: h
pynts,pyats,Character Replaced: n
pyass,pyats,Character Replaced: s
pyatv,pyats,Character Replaced: v
pyams,pyats,Character Replaced: m
py2ts,pyats,Character Replaced: 2
pybts,pyats,Character Replaced: b
pyatf,pyats,Character Replaced: f
pysts,pyats,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
pycats,pyats,Character Added: c
pyjats,pyats,Character Added: j
pyat2,pyats,Character Replaced: 2
pyans,pyats,Character Replaced: n
pyatsa,pyats,Character Added: a;Containing Character Added: a;Close Letters on QWERTY Keyboard, added to end: pyats => a
pyots,pyats,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
pyat,pyats,Character Removed: 4 ('s');Suffix Removed: s
ipyats,pyats,Character Added: i
pyabs,pyats,Character Replaced: b
pyaas,pyats,Letter Duplicated and Replaced: a;Character Replaced: a
pyaws,pyats,Character Replaced: w
pyais,pyats,Character Replaced: i
pyoats,pyats,Character Added: o
pats,pyats,Character Removed: 1 ('y')
pyvts,pyats,Character Replaced: v
pylats,pyats,Character Added: l
pyyts,pyats,Letter Duplicated and Replaced: y;Character Replaced: y;Swap Vowel: a => y
pyads,pyats,Character Replaced: d
pyants,pyats,Character Added: n
pyatp,pyats,Character Replaced: p
yats,pyats,Character Removed: 0 ('p')
pyate,pyats,Character Replaced: e;Close Letters on QWERTY Keyboard: s => e
pyatls,pyats,Character Added: l
pyadts,pyats,Character Added: d
pybats,pyats,Character Added: b
pyast,pyats,Letters Swapped
pyas,pyats,Character Removed: 3 ('t')
iftpy,tftpy,Character Replaced: i
tffpy,tftpy,Ascii Homoglpyh: t => f;Letter Duplicated and Replaced: f;Character Replaced: f;Close Letters on QWERTY Keyboard: t => f
ftpy,tftpy,Character Removed: 0 ('t')
totpy,tftpy,Character Replaced: o
txtpy,tftpy,Character Replaced: x
sftpy,tftpy,Bit Flips: Byte 0, Bit 2;Character Replaced: s
nftpy,tftpy,Character Replaced: n
dftpy,tftpy,Character Replaced: d
ttpy,tftpy,Character Removed: 1 ('f')
tfpy,tftpy,Character Removed: 2 ('t')
aftpy,tftpy,Character Replaced: a
trtpy,tftpy,Character Replaced: r;Close Letters on QWERTY Keyboard: f => r
numeracy,numerary,Character Replaced: c
roby,robyn,Character Removed: 4 ('n')
robynpy,robyn, Mutated package with prefix/suffix generated: robynpy;Suffix Added: py
boxgen,box-sdk-gen,Separated Section Removed: 1 ('o')
ingest,snowflake-ingest,Separated Section Removed: 0 ('s')
darwin-fiftyone,fiftyone, Mutated package with prefix/suffix generated: darwin-fiftyone
fiftyone-desktop,fiftyone, Mutated package with prefix/suffix generated: fiftyone-desktop
html-reporter,pytest-html-reporter,Separated Section Removed: 0 ('p')
caroline,carolina,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
pydns,py3dns,Character Removed: 2 ('3')
pyndns,py3dns,Character Replaced: n
pypdns,py3dns,Character Replaced: p
tencentcloud-sdk-python-hai,tencentcloud-sdk-python-aai,Character Replaced: h
tencentcloud-sdk-python-iai,tencentcloud-sdk-python-aai,Character Replaced: i;Swap Vowel: a => i
distroinfo,distro-info,Character Removed: 6 ('-');Separator Removed -
astrape,astrapy,Character Replaced: e;Swap Vowel: y => e
strapy,astrapy,Character Removed: 0 ('a')
satrapy,astrapy,Letters Swapped
uncompyle,uncompyle6,Character Removed: 9 ('6');Suffix Removed: 6
uncompyle2,uncompyle6,Character Replaced: 2
dakota,ropt-dakota,Separated Section Removed: 0 ('r')
pandavs,panda, Mutated package with prefix/suffix generated: pandavs
pandapower,panda, Mutated package with prefix/suffix generated: pandapower
panta,panda,Character Replaced: t
pandadoc,panda, Mutated package with prefix/suffix generated: pandadoc
trashpanda,panda, Mutated package with prefix/suffix generated: trashpanda
anda,panda,Character Removed: 0 ('p')
lnpanda,panda, Mutated package with prefix/suffix generated: lnpanda
pandacan,panda, Mutated package with prefix/suffix generated: pandacan
pamda,panda,Ascii Homoglpyh: n => m;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
spanda,panda,Character Added: s, Mutated package with prefix/suffix generated: spanda
panda-ads,panda, Mutated package with prefix/suffix generated: panda-ads
pandabase,panda, Mutated package with prefix/suffix generated: pandabase
bigpanda,panda, Mutated package with prefix/suffix generated: bigpanda
neat-panda,panda, Mutated package with prefix/suffix generated: neat-panda
pandamesh,panda, Mutated package with prefix/suffix generated: pandamesh
pandare,panda, Mutated package with prefix/suffix generated: pandare
pandans,panda, Mutated package with prefix/suffix generated: pandans
pandb,panda,Character Replaced: b
graphpanda,panda, Mutated package with prefix/suffix generated: graphpanda
panda-gym,panda, Mutated package with prefix/suffix generated: panda-gym
pandahouse,panda, Mutated package with prefix/suffix generated: pandahouse
panda-jedi,panda, Mutated package with prefix/suffix generated: panda-jedi
janda,panda,Character Replaced: j
pandag,panda,Character Added: g, Mutated package with prefix/suffix generated: pandag
manda,panda,Character Replaced: m
pandalib,panda, Mutated package with prefix/suffix generated: pandalib
querypanda,panda, Mutated package with prefix/suffix generated: querypanda
pandapipes,panda, Mutated package with prefix/suffix generated: pandapipes
qanda,panda,Ascii Homoglpyh: p => q;Bit Flips: Byte 0, Bit 0;Character Replaced: q
pandasplit,panda, Mutated package with prefix/suffix generated: pandasplit
pandp,panda,Character Replaced: p
panda-auth,panda, Mutated package with prefix/suffix generated: panda-auth
clickpanda,panda, Mutated package with prefix/suffix generated: clickpanda
pandablob,panda, Mutated package with prefix/suffix generated: pandablob
pandass,panda, Mutated package with prefix/suffix generated: pandass
panda-python,panda,Suffix Added: -python
wanda,panda,Bit Flips: Byte 0, Bit 2;Character Replaced: w
sanda,panda,Bit Flips: Byte 0, Bit 1;Character Replaced: s
pandabear,panda, Mutated package with prefix/suffix generated: pandabear
pandashape,panda, Mutated package with prefix/suffix generated: pandashape
payda,panda,Character Replaced: y
robopanda,panda, Mutated package with prefix/suffix generated: robopanda
pada,panda,Character Removed: 2 ('n')
redpanda,panda, Mutated package with prefix/suffix generated: redpanda
pando,panda,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
pandaxt,panda, Mutated package with prefix/suffix generated: pandaxt
pandarus,panda, Mutated package with prefix/suffix generated: pandarus
netpanda,panda, Mutated package with prefix/suffix generated: netpanda
pandazip,panda, Mutated package with prefix/suffix generated: pandazip
pinda,panda,Character Replaced: i;Swap Vowel: a => i
pandaforce,panda, Mutated package with prefix/suffix generated: pandaforce
fuzzypanda,panda, Mutated package with prefix/suffix generated: fuzzypanda
pandas2,panda, Mutated package with prefix/suffix generated: pandas2
pandashark,panda, Mutated package with prefix/suffix generated: pandashark
red-panda,panda, Mutated package with prefix/suffix generated: red-panda
pandadocs,panda, Mutated package with prefix/suffix generated: pandadocs
pandagg,panda, Mutated package with prefix/suffix generated: pandagg
pandapy,panda, Mutated package with prefix/suffix generated: pandapy;Suffix Added: py
pandana,panda, Mutated package with prefix/suffix generated: pandana
quickpanda,panda, Mutated package with prefix/suffix generated: quickpanda
pandaclick,panda, Mutated package with prefix/suffix generated: pandaclick
pandalog,panda, Mutated package with prefix/suffix generated: pandalog
panya,panda,Character Replaced: y
pandatorch,panda, Mutated package with prefix/suffix generated: pandatorch
pandaq,panda,Character Added: q, Mutated package with prefix/suffix generated: pandaq;Close Letters on QWERTY Keyboard, added to end: panda => q
pandamatic,panda, Mutated package with prefix/suffix generated: pandamatic
pandy,panda,Character Replaced: y;Swap Vowel: a => y
papanda,panda, Mutated package with prefix/suffix generated: papanda
pana,panda,Character Removed: 3 ('d')
pandalibs,panda, Mutated package with prefix/suffix generated: pandalibs
pandascore,panda, Mutated package with prefix/suffix generated: pandascore
pandahub,panda, Mutated package with prefix/suffix generated: pandahub
pandautil,panda, Mutated package with prefix/suffix generated: pandautil
pandan,panda,Character Added: n;Containing Character Added: n, Mutated package with prefix/suffix generated: pandan
pandabus,panda, Mutated package with prefix/suffix generated: pandabus
pandatask,panda, Mutated package with prefix/suffix generated: pandatask
gym-panda,panda, Mutated package with prefix/suffix generated: gym-panda
randa,panda,Character Replaced: r
pandafu,panda, Mutated package with prefix/suffix generated: pandafu
pandacell,panda, Mutated package with prefix/suffix generated: pandacell
pandashift,panda, Mutated package with prefix/suffix generated: pandashift
pandasio,panda, Mutated package with prefix/suffix generated: pandasio
pandarss,panda, Mutated package with prefix/suffix generated: pandarss
panna,panda,Letter Duplicated and Replaced: n;Character Replaced: n
pandaa,panda,Character Added: a;Character Added: a;Containing Character Added: a;Containing Character Added: a;Letter Duplicated: a;Letter Duplicated and Replaced, Mutated package with prefix/suffix generated: pandaa
pandaz,panda,Character Added: z, Mutated package with prefix/suffix generated: pandaz;Close Letters on QWERTY Keyboard, added to end: panda => z
pandapay,panda, Mutated package with prefix/suffix generated: pandapay
pandafy,panda, Mutated package with prefix/suffix generated: pandafy
pandanas,panda, Mutated package with prefix/suffix generated: pandanas
fastcdc,fastcrc,Character Replaced: d;Close Letters on QWERTY Keyboard: r => d
startfile,universal-startfile,Separated Section Removed: 0 ('u')
preprocessing,dwave-preprocessing,Separated Section Removed: 0 ('d')
inference,inference-sdk,Separated Section Removed: 1 ('n')
pgt,pgi,Character Replaced: t
pii,pgi,Character Replaced: i
pji,pgi,Character Replaced: j
pge,pgi,Character Replaced: e;Swap Vowel: i => e
pgb,pgi,Character Replaced: b
agi,pgi,Character Replaced: a
pri,pgi,Character Replaced: r;Close Letters on QWERTY Keyboard: g => r
ppi,pgi,Ascii Homoglpyh: g => p;Letter Duplicated and Replaced: p;Character Replaced: p
pgv,pgi,Character Replaced: v
sgi,pgi,Bit Flips: Byte 0, Bit 1;Character Replaced: s
pgui,pgi,Character Added: u;Double hit character: u
pai,pgi,Character Replaced: a
poi,pgi,Character Replaced: o
pmi,pgi,Character Replaced: m
pvi,pgi,Character Replaced: v;Close Letters on QWERTY Keyboard: g => v
pgai,pgi,Character Added: a
egi,pgi,Character Replaced: e
pgf,pgi,Character Replaced: f
pgl,pgi,Ascii Homoglpyh: i => l;Character Replaced: l;Close Letters on QWERTY Keyboard: i => l
pgm,pgi,Character Replaced: m
pgs,pgi,Character Replaced: s
pni,pgi,Character Replaced: n;Close Letters on QWERTY Keyboard: g => n
pgq,pgi,Character Replaced: q
pg,pgi,Character Removed: 2 ('i')
pgw,pgi,Character Replaced: w
phi,pgi,Character Replaced: h;Close Letters on QWERTY Keyboard: g => h
pgx,pgi,Character Replaced: x
pgit,pgi,Character Added: t
pigi,pgi,Character Added: i;Containing Character Added: i
pygi,pgi,Character Added: y;Double hit character: y
pqi,pgi,Ascii Homoglpyh: g => q;Character Replaced: q
pui,pgi,Character Replaced: u
pgr,pgi,Character Replaced: r
pgk,pgi,Character Replaced: k;Close Letters on QWERTY Keyboard: i => k
gpgi,pgi,Character Added: g;Containing Character Added: g
pyi,pgi,Character Replaced: y;Close Letters on QWERTY Keyboard: g => y
pgn,pgi,Character Replaced: n
pci,pgi,Character Replaced: c
pgo,pgi,Character Replaced: o;Swap Vowel: i => o;Close Letters on QWERTY Keyboard: i => o
ggi,pgi,Ascii Homoglpyh: p => g;Character Replaced: g
pig,pgi,Letters Swapped
xgi,pgi,Character Replaced: x
gpi,pgi,Letters Swapped
dgi,pgi,Ascii Homoglpyh: p => d;Character Replaced: d
p2i,pgi,Character Replaced: 2
pytfc,pyrfc,Character Replaced: t;Close Letters on QWERTY Keyboard: r => t
pynfc,pyrfc,Ascii Homoglpyh: r => n;Character Replaced: n
pyvfc,pyrfc,Character Replaced: v
pyroc,pyrfc,Character Replaced: o
pyrtc,pyrfc,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
pyrfd,pyrfc,Character Replaced: d;Close Letters on QWERTY Keyboard: c => d
pyrcf,pyrfc,Letters Swapped
pyrac,pyrfc,Character Replaced: a
pyrnc,pyrfc,Character Replaced: n
pydfc,pyrfc,Character Replaced: d;Close Letters on QWERTY Keyboard: r => d
pyrfq,pyrfc,Character Replaced: q
pyfrc,pyrfc,Letters Swapped
pyifc,pyrfc,Character Replaced: i
pybfc,pyrfc,Character Replaced: b
pyrfx,pyrfc,Character Replaced: x;Close Letters on QWERTY Keyboard: c => x
pyrec,pyrfc,Character Replaced: e;Close Letters on QWERTY Keyboard: f => e
pygfc,pyrfc,Character Replaced: g;Close Letters on QWERTY Keyboard: r => g
pyrfu,pyrfc,Character Replaced: u
pyufc,pyrfc,Character Replaced: u
pyrff,pyrfc,Character Replaced: f;Close Letters on QWERTY Keyboard: c => f
pyrfp,pyrfc,Character Replaced: p
pyrfa,pyrfc,Character Replaced: a
pyrf,pyrfc,Character Removed: 4 ('c')
pyrc,pyrfc,Character Removed: 3 ('f')
pywfc,pyrfc,Character Replaced: w
pyrfc-read,pyrfc, Mutated package with prefix/suffix generated: pyrfc-read
awscodedeploy,aws-cdk.aws-codedeploy,Separated Section Removed: 1 ('w')
eta,voxel51-eta,Separated Section Removed: 0 ('v')
coding,flake8-coding,Separated Section Removed: 0 ('f')
pyocs,pylcs,Character Replaced: o;Close Letters on QWERTY Keyboard: l => o
pylcp,pylcs,Character Replaced: p
pylms,pylcs,Character Replaced: m
pyccs,pylcs,Character Replaced: c
pylss,pylcs,Character Replaced: s;Close Letters on QWERTY Keyboard: c => s
pyscs,pylcs,Character Replaced: s
pyles,pylcs,Character Replaced: e
pywcs,pylcs,Character Replaced: w
pylcc,pylcs,Character Replaced: c;Close Letters on QWERTY Keyboard: s => c
pylgs,pylcs,Character Replaced: g
pyecs,pylcs,Character Replaced: e
pylts,pylcs,Character Replaced: t
pylds,pylcs,Character Replaced: d;Close Letters on QWERTY Keyboard: c => d
pyrcs,pylcs,Character Replaced: r
pymcs,pylcs,Character Replaced: m
pylcg,pylcs,Character Replaced: g
pycs,pylcs,Character Removed: 2 ('l')
pyls,pylcs,Character Removed: 3 ('c')
pyalcs,pylcs,Character Added: a
pybcs,pylcs,Character Replaced: b
pyvcs,pylcs,Character Replaced: v
pyqcs,pylcs,Character Replaced: q
pypcs,pylcs,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
pylfs,pylcs,Character Replaced: f;Close Letters on QWERTY Keyboard: c => f
pytcs,pylcs,Character Replaced: t
pydcs,pylcs,Character Replaced: d
pylca,pylcs,Character Replaced: a;Close Letters on QWERTY Keyboard: s => a
pycls,pylcs,Letters Swapped
quotes,pylint-quotes,Separated Section Removed: 0 ('p')
flask-ypaginate,flask-paginate,Character Added: y
canonicaljson-rs,canonicaljson, Mutated package with prefix/suffix generated: canonicaljson-rs
django-profile-middleware,django-cprofile-middleware,Character Removed: 7 ('c')
ebel,efel,Character Replaced: b;Close Letters on QWERTY Keyboard: f => b
ezel,efel,Character Replaced: z
eftl,efel,Character Replaced: t
zfel,efel,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: z
feel,efel,Letters Swapped
efes,efel,Character Replaced: s
fel,efel,Character Removed: 0 ('e')
haisweetviz,sweetviz, Mutated package with prefix/suffix generated: haisweetviz
vyper-bot,vyper, Mutated package with prefix/suffix generated: vyper-bot
vyper-lsp,vyper, Mutated package with prefix/suffix generated: vyper-lsp
vyser,vyper,Character Replaced: s
eth-vyper,vyper, Mutated package with prefix/suffix generated: eth-vyper
vyperdatum,vyper, Mutated package with prefix/suffix generated: vyperdatum
2vyper,vyper,Character Added: 2, Mutated package with prefix/suffix generated: 2vyper
vypr,vyper,Character Removed: 3 ('e')
vypex,vyper,Character Replaced: x
ryper,vyper,Character Replaced: r
ape-vyper,vyper, Mutated package with prefix/suffix generated: ape-vyper
wyper,vyper,Bit Flips: Byte 0, Bit 0;Character Replaced: w
kyper,vyper,Character Replaced: k
vyper-tree,vyper, Mutated package with prefix/suffix generated: vyper-tree
cyper,vyper,Character Replaced: c;Close Letters on QWERTY Keyboard: v => c
tempenv,temp, Mutated package with prefix/suffix generated: tempenv
tempgen,temp, Mutated package with prefix/suffix generated: tempgen
templot,temp, Mutated package with prefix/suffix generated: templot
temp-ssh,temp, Mutated package with prefix/suffix generated: temp-ssh
tempus,temp, Mutated package with prefix/suffix generated: tempus
teqp,temp,Character Replaced: q
wemp,temp,Bit Flips: Byte 0, Bit 1;Character Replaced: w
templang,temp, Mutated package with prefix/suffix generated: templang
tempor,temp, Mutated package with prefix/suffix generated: tempor
tamp,temp,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
tempit,temp, Mutated package with prefix/suffix generated: tempit
template,temp, Mutated package with prefix/suffix generated: template
tempson,temp, Mutated package with prefix/suffix generated: tempson
pytemp,temp, Mutated package with prefix/suffix generated: pytemp
tempbeat,temp, Mutated package with prefix/suffix generated: tempbeat
tempun,temp, Mutated package with prefix/suffix generated: tempun
temptree,temp, Mutated package with prefix/suffix generated: temptree
tempting,temp, Mutated package with prefix/suffix generated: tempting
peaktemp,temp, Mutated package with prefix/suffix generated: peaktemp
temprc,temp, Mutated package with prefix/suffix generated: temprc
temporal,temp, Mutated package with prefix/suffix generated: temporal
tempres,temp, Mutated package with prefix/suffix generated: tempres
tempren,temp, Mutated package with prefix/suffix generated: tempren
mltemp,temp, Mutated package with prefix/suffix generated: mltemp
tempeh,temp, Mutated package with prefix/suffix generated: tempeh
aquatemp,temp, Mutated package with prefix/suffix generated: aquatemp
tempcase,temp, Mutated package with prefix/suffix generated: tempcase
tempr,temp,Character Added: r, Mutated package with prefix/suffix generated: tempr
fivetemp,temp, Mutated package with prefix/suffix generated: fivetemp
tempdir,temp, Mutated package with prefix/suffix generated: tempdir
templo,temp, Mutated package with prefix/suffix generated: templo
tempgit,temp, Mutated package with prefix/suffix generated: tempgit
temple,temp, Mutated package with prefix/suffix generated: temple
tempmon,temp, Mutated package with prefix/suffix generated: tempmon
termp,temp,Character Added: r
tempcord,temp, Mutated package with prefix/suffix generated: tempcord
temprl,temp, Mutated package with prefix/suffix generated: temprl
tempera,temp, Mutated package with prefix/suffix generated: tempera
gotemp,temp, Mutated package with prefix/suffix generated: gotemp
templess,temp, Mutated package with prefix/suffix generated: templess
temp-api,temp, Mutated package with prefix/suffix generated: temp-api
tempdirs,temp, Mutated package with prefix/suffix generated: tempdirs
tempt,temp,Character Added: t;Containing Character Added: t, Mutated package with prefix/suffix generated: tempt
temi,temp,Character Replaced: i
tepp,temp,Character Replaced: p
sptemp,temp, Mutated package with prefix/suffix generated: sptemp
temp-dir,temp, Mutated package with prefix/suffix generated: temp-dir
tempf,temp,Character Added: f, Mutated package with prefix/suffix generated: tempf
pptemp,temp, Mutated package with prefix/suffix generated: pptemp
emp,temp,Character Removed: 0 ('t')
pkg-temp,temp, Mutated package with prefix/suffix generated: pkg-temp
tempura,temp, Mutated package with prefix/suffix generated: tempura
temp-sms,temp, Mutated package with prefix/suffix generated: temp-sms
tempcf,temp, Mutated package with prefix/suffix generated: tempcf
wintemp,temp, Mutated package with prefix/suffix generated: wintemp
tempdata,temp, Mutated package with prefix/suffix generated: tempdata
totemp,temp, Mutated package with prefix/suffix generated: totemp
temp-dec,temp, Mutated package with prefix/suffix generated: temp-dec
tempvars,temp, Mutated package with prefix/suffix generated: tempvars
tempfifo,temp, Mutated package with prefix/suffix generated: tempfifo
tempy,temp,Character Added: y, Mutated package with prefix/suffix generated: tempy
megatemp,temp, Mutated package with prefix/suffix generated: megatemp
syntemp,temp, Mutated package with prefix/suffix generated: syntemp
xe-temp,temp, Mutated package with prefix/suffix generated: xe-temp
temppack,temp, Mutated package with prefix/suffix generated: temppack
templa,temp, Mutated package with prefix/suffix generated: templa
temppython,temp,Suffix Added: python
tempavg,temp, Mutated package with prefix/suffix generated: tempavg
tempdf,temp, Mutated package with prefix/suffix generated: tempdf
pg-temp,temp, Mutated package with prefix/suffix generated: pg-temp
icetemp,temp, Mutated package with prefix/suffix generated: icetemp
tempdb,temp, Mutated package with prefix/suffix generated: tempdb
py-temp,temp, Mutated package with prefix/suffix generated: py-temp
templex,temp, Mutated package with prefix/suffix generated: templex
tep,temp,Character Removed: 2 ('m')
tempoo,temp, Mutated package with prefix/suffix generated: tempoo
tmep,temp,Letters Swapped
temppath,temp, Mutated package with prefix/suffix generated: temppath
tem,temp,Character Removed: 3 ('p')
tempo,temp,Character Added: o, Mutated package with prefix/suffix generated: tempo;Close Letters on QWERTY Keyboard, added to end: temp => o
cputemp,temp, Mutated package with prefix/suffix generated: cputemp
tempproj,temp, Mutated package with prefix/suffix generated: tempproj
teme,temp,Character Replaced: e
templite,temp, Mutated package with prefix/suffix generated: templite
coretemp,temp, Mutated package with prefix/suffix generated: coretemp
templet,temp, Mutated package with prefix/suffix generated: templet
tempi,temp,Character Added: i, Mutated package with prefix/suffix generated: tempi
tempest,temp, Mutated package with prefix/suffix generated: tempest
kubetemp,temp, Mutated package with prefix/suffix generated: kubetemp
tbmp,temp,Character Replaced: b
tmp,temp,Character Removed: 1 ('e')
temply,temp, Mutated package with prefix/suffix generated: temply
templ,temp,Character Added: l, Mutated package with prefix/suffix generated: templ;Close Letters on QWERTY Keyboard, added to end: temp => l
tempman,temp, Mutated package with prefix/suffix generated: tempman
temps,temp,Character Added: s, Mutated package with prefix/suffix generated: temps;Suffix Added: s
nivis,civis,Character Replaced: n
ivis,civis,Character Removed: 0 ('c')
ciris,civis,Character Replaced: r
cigvis,civis,Character Added: g;Double hit character: g
hellocivis,civis, Mutated package with prefix/suffix generated: hellocivis
pyscivis,civis, Mutated package with prefix/suffix generated: pyscivis
cuvis,civis,Character Replaced: u;Swap Vowel: i => u;Close Letters on QWERTY Keyboard: i => u
civil,civis,Character Replaced: l
dj,dj-inmemorystorage,Separated Section Removed: 1 ('j')
django-auth,django-auth-adfs,Separated Section Removed: 2 ('a')
bemb,bpemb,Character Removed: 1 ('p')
quip,qutip,Character Removed: 2 ('t')
qitip,qutip,Character Replaced: i;Swap Vowel: u => i;Close Letters on QWERTY Keyboard: u => i
qutie,qutip,Character Replaced: e
qutip-jax,qutip, Mutated package with prefix/suffix generated: qutip-jax
qutil,qutip,Character Replaced: l;Close Letters on QWERTY Keyboard: p => l
qtip,qutip,Character Removed: 1 ('u')
hd,dd,Character Replaced: h
idd,dd,Character Added: i
ndd,dd,Character Added: n
da,dd,Character Replaced: a
yd,dd,Character Replaced: y
dg,dd,Character Replaced: g
d2,dd,Character Replaced: 2
ddc,dd,Character Added: c;Close Letters on QWERTY Keyboard, added to end: dd => c
ddk,dd,Character Added: k
fd,dd,Character Replaced: f;Close Letters on QWERTY Keyboard: d => f
ddg,dd,Character Added: g
dgd,dd,Character Added: g
dmd,dd,Character Added: m
dn,dd,Character Replaced: n
ddl,dd,Character Added: l
do,dd,Character Replaced: o
ud,dd,Character Replaced: u
ed,dd,Bit Flips: Byte 0, Bit 0;Character Replaced: e;Close Letters on QWERTY Keyboard: d => e
dcd,dd,Character Added: c;Double hit character: c
dx,dd,Character Replaced: x;Close Letters on QWERTY Keyboard: d => x
dy,dd,Character Replaced: y
dhd,dd,Character Added: h
dnd,dd,Character Added: n
dt,dd,Character Replaced: t
ydd,dd,Character Added: y
dv,dd,Character Replaced: v;Close Letters on QWERTY Keyboard: d => v
d2d,dd,Character Added: 2
ded,dd,Character Added: e;Double hit character: e
dd8,dd,Character Added: 8;Suffix Added: 8
ld,dd,Character Replaced: l
ddm,dd,Character Added: m
ddp,dd,Character Added: p
dod,dd,Character Added: o
db,dd,Ascii Homoglpyh: d => b;Character Replaced: b
du,dd,Character Replaced: u
dwd,dd,Character Added: w;Double hit character: w
odd,dd,Character Added: o
zd,dd,Character Replaced: z
dj,dd,Character Replaced: j
ddi,dd,Character Added: i
dl,dd,Character Replaced: l
pdd,dd,Character Added: p
dz,dd,Character Replaced: z
d7,dd,Character Replaced: 7
dh,dd,Character Replaced: h
gd,dd,Bit Flips: Byte 0, Bit 1;Character Replaced: g
dda,dd,Character Added: a
3d,dd,Character Replaced: 3
vd,dd,Character Replaced: v;Close Letters on QWERTY Keyboard: d => v
jd,dd,Character Replaced: j
qd,dd,Ascii Homoglpyh: d => q;Character Replaced: q
dsd,dd,Character Added: s;Double hit character: s
edd,dd,Character Added: e;Double hit character: e
de,dd,Character Replaced: e;Close Letters on QWERTY Keyboard: d => e
td,dd,Character Replaced: t
rd,dd,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
dkd,dd,Character Added: k
tdd,dd,Character Added: t
d6,dd,Character Replaced: 6
dw,dd,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
rdd,dd,Character Added: r;Double hit character: r
nd,dd,Character Replaced: n
d3,dd,Character Replaced: 3
wd,dd,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
dp,dd,Ascii Homoglpyh: d => p;Character Replaced: p
ddf,dd,Character Added: f;Close Letters on QWERTY Keyboard, added to end: dd => f
ddd,dd,Character Added: d;Character Added: d;Character Added: d;Containing Character Added: d;Containing Character Added: d;Containing Character Added: d;Letter Duplicated: d;Letter Duplicated: d;Letter Duplicated and Replaced
dvd,dd,Character Added: v;Double hit character: v
dr,dd,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
dtd,dd,Character Added: t
sd,dd,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
zdd,dd,Character Added: z
bdd,dd,Character Added: b
dld,dd,Character Added: l
ddn,dd,Character Added: n
ddx,dd,Character Added: x;Close Letters on QWERTY Keyboard, added to end: dd => x;Suffix Added: x
dds,dd,Character Added: s;Close Letters on QWERTY Keyboard, added to end: dd => s;Suffix Added: s
cdd,dd,Character Added: c;Double hit character: c
did,dd,Character Added: i
d3d,dd,Character Added: 3
drd,dd,Character Added: r;Double hit character: r
dxd,dd,Character Added: x;Double hit character: x
ds,dd,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
d,dd,Character Removed: 0 ('d');Character Removed: 1 ('d')
dq,dd,Ascii Homoglpyh: d => q;Character Replaced: q
vdd,dd,Character Added: v;Double hit character: v
qdd,dd,Character Added: q
ddb,dd,Character Added: b
ddpy,dd,Suffix Added: py
md,dd,Character Replaced: m
mdd,dd,Character Added: m
